***	PUNCT
水晶	NOUN
模樣	NOUN
，	PUNCT
連續	ADJ
的	PART
晴天	NOUN
又	ADV
使	VERB
他	PRON

	SPACE
成為	VERB
不	ADV
知道	VERB
算	VERB
什麼	PRON
，	PUNCT
而	ADV
嘴	NOUN
上	PART
的	PART
胭脂	NOUN
也	ADV
褪盡	VERB
了	PART
。	PUNCT


	SPACE
但是	ADV
，	PUNCT
朔方	NOUN
的	PART
雪花	NOUN
在	ADP
紛飛	NOUN
之後	PART
，	PUNCT
卻永遠	ADV
如粉	VERB
，	PUNCT
如沙	ADV
，	PUNCT
他	PRON
們決	PRON
不	ADV
粘連	VERB
，	PUNCT
撒	VERB
在	ADP
屋上	NOUN
，	PUNCT
地上	NOUN
，	PUNCT

	SPACE
枯草	NOUN
上	PART
，	PUNCT
就是	ADV
這樣	PRON
。	PUNCT
屋	NOUN
上	PART
的	PART
雪是	NOUN
早已	ADV
就	ADV
有	VERB
消化	VERB
了	PART
的	PART
，	PUNCT
因	ADP
為屋	ADP
堜~人	NOUN
的	PART
火	NOUN
的	PART
溫熱	NOUN
。	PUNCT
別	DET
的	PART
，	PUNCT

	SPACE
在	ADP
晴天	NOUN
之下	PART
，	PUNCT
旋風	VERB
忽來	VERB
，	PUNCT
便	ADV
蓬勃	VERB
地	PART
奮飛	VERB
，	PUNCT
在	ADP
日光	NOUN
中	PART
燦燦	VERB
地	PART
生光	VERB
，	PUNCT
如	ADP
包藏	VERB
火焰	NOUN
的	PART
大霧	NOUN
，	PUNCT
旋	VERB

	SPACE
轉	VERB
而且	ADV
升騰	VERB
，	PUNCT
彌漫	VERB
太空	NOUN
，	PUNCT
使	VERB
太空	NOUN
旋轉	VERB
而且	ADV
升騰	VERB
地	PART
閃爍	VERB
。	PUNCT


	SPACE
在	ADP
無邊	VERB
的	PART
曠野	NOUN
上	PART
，	PUNCT
在	ADP
凜冽	VERB
的	PART
天宇	NOUN
下	PART
，	PUNCT
閃閃	VERB
地旋	NOUN
轉升	VERB
騰著	VERB
的	PART
是	VERB
雨	NOUN
的	PART
精魂	NOUN
……	PUNCT


	SPACE
是的	VERB
，	PUNCT
那	PRON
是	VERB
孤獨	VERB
的	PART
雪	NOUN
，	PUNCT
是	VERB
死掉	VERB
的	PART
雨	NOUN
，	PUNCT
是	VERB
雨	NOUN
的	PART
精魂	NOUN
。	PUNCT


	SPACE
風箏	NOUN


	SPACE
北京	PROPN
的	PART
冬季	NOUN
，	PUNCT
地上	NOUN
還	ADV
有	VERB
積雪	NOUN
，	PUNCT
灰	ADJ
黑色	ADJ
的	PART
禿樹	ADJ
枝丫	NOUN
叉於	VERB
晴朗	VERB
的	PART
天空	NOUN
中	PART
，	PUNCT
而	ADV
遠處	NOUN
有	VERB
一二	NUM
風	NOUN
箏	NOUN

	SPACE
浮動	VERB
，	PUNCT
在	ADP
我	PRON
是	VERB
一	NUM
種	NUM
驚異	NOUN
和	CCONJ
悲哀	NOUN
。	PUNCT


	SPACE
故鄉	NOUN
的	PART
風箏	NOUN
時節	NOUN
，	PUNCT
是	VERB
春	NOUN
二月	NOUN
，	PUNCT
倘聽	SCONJ
到	VERB
沙沙	NOUN
的	PART
風輪聲	NOUN
，	PUNCT
仰頭	VERB
便	ADV
能	VERB
看見	VERB
一	NUM
個	NUM
淡	ADJ
墨色	NOUN
的	PART
蟹風	NOUN
箏	NOUN

	SPACE
或	CCONJ
嫩藍色	ADJ
的	PART
蜈蚣	NOUN
風箏	NOUN
。	PUNCT
還	ADV
有	VERB
寂寞	VERB
的	PART
瓦片	NOUN
風箏	NOUN
，	PUNCT
沒有	VERB
風輪	NOUN
，	PUNCT
又	ADV
放	VERB
得	PART
很	ADV
低	VERB
，	PUNCT
伶仃	VERB
地	PART
顯出	VERB
憔悴	VERB

	SPACE
可憐	VERB
的	PART
模樣	NOUN
。	PUNCT
但	ADV
此	DET
時地	NOUN
上	PART
的	PART
楊柳	PROPN
已	ADV
經	ADV
發芽	VERB
，	PUNCT
早	VERB
的	PART
山桃	NOUN
也	ADV
多	ADV
吐蕾	VERB
，	PUNCT
和	ADP
孩子	NOUN
們	PRON
的	PART
天上	NOUN
的	PART
點綴	NOUN

	SPACE
相照	VERB
應	VERB
，	PUNCT
打成一片	VERB
春日	NOUN
的	PART
溫和	NOUN
。	PUNCT
我	PRON
現	NOUN
在	NOUN
在	VERB
哪裡	PRON
呢	PART
？	PUNCT
四面	NOUN
都	ADV
還	ADV
是	VERB
嚴冬	VERB
的	PART
肅殺	NOUN
，	PUNCT
而	ADV
久經	ADV
訣別	VERB

	SPACE
的	PART
故鄉	NOUN
的	PART
久經	ADV
逝去	VERB
的	PART
春天	NOUN
，	PUNCT
卻	ADV
就	ADV
在	ADP
這天	NOUN
空中	NOUN
蕩漾	VERB
了	PART
。	PUNCT


	SPACE
但	ADV
我	PRON
是	VERB
向	ADV
來	ADV
不	ADV
愛放	VERB
風箏	NOUN
的	PART
，	PUNCT
不但	ADV
不	ADV
愛	VERB
，	PUNCT
並且	ADV
嫌惡	VERB
它	PRON
，	PUNCT
因為	ADP
我	PRON
以	VERB
為這	ADV
是	VERB
沒	ADV
出息	VERB
孩子	NOUN
所	PART
做	VERB
的	PART

	SPACE
玩藝	NOUN
。	PUNCT
和	ADP
我	PRON
相反	VERB
的	PART
是	VERB
我	PRON
的	PART
小兄弟	NOUN
，	PUNCT
他	PRON
那	NOUN
時	NOUN
大概	ADV
十歲內	VERB
外罷	VERB
，	PUNCT
多病	VERB
，	PUNCT
瘦得不堪	VERB
，	PUNCT
然而	ADV
最	ADV
喜	VERB

	SPACE
歡	VERB
風箏	NOUN
，	PUNCT
自己	PRON
買不起	VERB
，	PUNCT
我	PRON
又	ADV
不	ADV
許放	VERB
，	PUNCT
他	PRON
衹	ADV
得	VERB
張著	VERB
小嘴	NOUN
，	PUNCT
呆	ADV
看著	VERB
空中	ADV
出神	VERB
，	PUNCT
有	VERB
時竟	NOUN
至於	ADV
小	ADJ

	SPACE
半日	NOUN
。	PUNCT
遠處	VERB
的	PART
蟹風	NOUN
箏	NOUN
突然	ADV
落下	VERB
來	VERB
了	PART
，	PUNCT
他	PRON
驚呼	VERB
；	PUNCT
兩個	NOUN
瓦片	NOUN
風箏	NOUN
的	PART
纏繞	NOUN
解開	VERB
了	PART
，	PUNCT
他	PRON
高	VERB
興	VERB
得	PART
跳	VERB

	SPACE
躍	VERB
。	PUNCT
他	PRON
的	PART
這些	PRON
，	PUNCT
在	ADP
我	PRON
看來	VERB
都	ADV
是	VERB
笑柄	NOUN
，	PUNCT
可鄙	VERB
的	PART
。	PUNCT


	SPACE
有一天	ADV
，	PUNCT
我	PRON
忽然	ADV
想起	VERB
，	PUNCT
似乎	ADV
多日	ADV
不	ADV
很	ADV
看見	VERB
他	PRON
了	PART
，	PUNCT
但	ADV
記	VERB
得	VERB
曾	ADV
見	VERB
他	PRON
在	ADP
後園	NOUN
拾	VERB
枯竹	NOUN
。	PUNCT
我	PRON
恍然	ADV
大	ADV

	SPACE
悟似	VERB
的	PART
，	PUNCT
便	ADV
跑	VERB
向少	ADV
有人	VERB
去	VERB
的	PART
一	NUM
間	NUM
堆積	VERB
雜物	NOUN
的	PART
小屋	NOUN
去	VERB
，	PUNCT
推開	VERB
門	NOUN
，	PUNCT
果然	ADV
就	ADV
在	ADP
塵封	ADJ
的	PART
什物	NOUN
堆	NOUN
中	PART

	SPACE
發現	VERB
了	PART
他	PRON
。	PUNCT
他	PRON
向	ADP
著大	ADJ
方凳	NOUN
，	PUNCT
坐	VERB
在	ADP
小凳	NOUN
上	PART
；	PUNCT
便	ADV
很	ADV
驚惶	VERB
地	PART
站	VERB
了	PART
起來	VERB
，	PUNCT
失	VERB
了	PART
色瑟	NOUN
縮著	VERB
。	PUNCT
大方	NOUN
凳	NOUN

	SPACE
旁	PART
靠著	VERB
一	NUM
個	NUM
蝴蝶	NOUN
風箏	NOUN
的	PART
竹骨	NOUN
，	PUNCT
還沒	ADV
有	VERB
糊上	ADJ
紙	NOUN
，	PUNCT
凳上	NOUN
是	VERB
一	NUM
對	NUM
做	VERB
眼睛	NOUN
用	VERB
的	PART
小	ADJ
風輪	NOUN
，	PUNCT
正用	VERB
紅紙	NOUN

	SPACE
條裝	NOUN
飾著	NOUN
，	PUNCT
將要	ADV
完工	VERB
了	PART
。	PUNCT
我	PRON
在	ADP
破獲	VERB
秘密	NOUN
的	PART
滿足	NOUN
中	PART
，	PUNCT
又	ADV
很	ADV
憤怒	VERB
他	PRON
的	PART
瞞	VERB
了	PART
我	PRON
的	PART
眼睛	NOUN
，	PUNCT
這樣	ADV
苦	VERB

	SPACE
心	NOUN
孤詣	VERB
地	PART
來偷	VERB
做	VERB
沒	VERB
出息	VERB
孩子	NOUN
的	PART
玩藝	NOUN
。	PUNCT
我	PRON
即刻	ADV
伸手	VERB
摺斷	VERB
了	PART
蝴蝶	NOUN
的	PART
一	NUM
支	NUM
翅骨	NOUN
，	PUNCT
又	ADV
將風	ADV
輪擲	VERB
在	ADP

	SPACE
地下	NOUN
，	PUNCT
踏扁	VERB
了	PART
。	PUNCT
論長	VERB
幼	VERB
，	PUNCT
論力	VERB
氣	NOUN
，	PUNCT
他	PRON
是	VERB
都	ADV
敵	VERB
不	ADV
過	VERB
我	PRON
的	PART
，	PUNCT
我	PRON
當然	ADV
得到	VERB
完全	ADJ
的	PART
勝利	NOUN
，	PUNCT
於是	ADV
傲	ADV

	SPACE
然	ADV
走出	VERB
，	PUNCT
留	VERB
他	NOUN
絕望	VERB
地	PART
站	VERB
在	ADP
小屋	NOUN
堙C	NOUN
後來	NOUN
他	PRON
怎樣	VERB
，	PUNCT
我	PRON
不	ADV
知道	VERB
，	PUNCT
也	ADV
沒有	ADV
留心	VERB
。	PUNCT


	SPACE
然而	ADV
我	PRON
的	PART
懲罰	NOUN
終於	ADV
輪到	VERB
了	PART
，	PUNCT
在	ADP
我	PRON
們離	PRON
別	VERB
得	PART
很	ADV
久	VERB
之後	PART
，	PUNCT
我	PRON
已	ADV
經	ADV
是	VERB
中年	NOUN
。	PUNCT
我	PRON
不	ADV
幸偶	VERB
而	PART
看到	VERB
了	PART

	SPACE
一	NUM
本	NUM
外國	ADJ
的	PART
講論	VERB
兒童	NOUN
的	PART
書	NOUN
，	PUNCT
才	ADV
知道	VERB
游戲	NOUN
是	VERB
兒童	NOUN
最	ADV
正當	VERB
的	PART
行為	NOUN
，	PUNCT
玩具	NOUN
是	VERB
兒童	NOUN
的	PART
天使	NOUN
。	PUNCT
於是	ADV

	SPACE
二十年	NOUN
來毫	PART
不	ADV
憶及	VERB
的	PART
幼小時候	NOUN
對於	VERB
精神	NOUN
的	PART
虐殺	NOUN
的	PART
這	DET
一	NUM
幕	NOUN
，	PUNCT
忽地	ADV
在	ADP
眼前	NOUN
展開	VERB
，	PUNCT
而	ADV
我	PRON
的	PART
心	NOUN
也	ADV

	SPACE
仿佛	ADV
同	ADV
時變	VERB
了	PART
鉛塊	NOUN
，	PUNCT
很	ADV
重	VERB
很	ADV
重	VERB
地墜	VERB
下去	VERB
了	PART
。	PUNCT


	SPACE
但心	ADV
又	ADV
不	ADV
竟	ADV
墜	VERB
下去	VERB
而	ADV
至於	ADV
斷絕	VERB
，	PUNCT
它	PRON
衹	ADV
是	VERB
很	ADV
重	VERB
很	ADV
重地	VERB
墜著	VERB
，	PUNCT
墜著	VERB
。	PUNCT


	SPACE
我	PRON
也	ADV
知道	VERB
補過	NOUN
的	PART
方法	NOUN
的	PART
：	PUNCT
送	VERB
他	PRON
風箏	NOUN
，	PUNCT
贊成	VERB
他	PRON
放	VERB
，	PUNCT
勸	VERB
他	PRON
放	VERB
，	PUNCT
我	PRON
和	ADP
他	PRON
一同	ADV
放	VERB
。	PUNCT
我	PRON
們	PRON
嚷著	VERB
，	PUNCT
跑	VERB

	SPACE
著	PART
，	PUNCT
笑著	VERB
——	PUNCT
然而	ADV
他	PRON
其時	ADV
已	ADV
經	ADV
和	ADP
我	PRON
一樣	VERB
，	PUNCT
早已	ADV
有	VERB
了	PART
鬍子	NOUN
了	PART
。	PUNCT


	SPACE
我	PRON
也	ADV
知道	VERB
還	ADV
有	VERB
一	NUM
個	NUM
補過	VERB
的	PART
方法	NOUN
的	PART
：	PUNCT
去	VERB
討	VERB
他	PRON
的	PART
寬恕	NOUN
，	PUNCT
等	VERB
他	PRON
說	VERB
，	PUNCT
“	PUNCT
我	PRON
可是	ADV
毫不怪	ADV
你	PRON
呵	PART
。	PUNCT
”	PUNCT
那	ADV

	SPACE
麼	ADV
，	PUNCT
我	PRON
的	PART
心	NOUN
一定	ADV
就	ADV
輕鬆	VERB
了	PART
，	PUNCT
這確	PRON
是	VERB
一	NUM
個	NUM
可行	ADJ
的	PART
方法	NOUN
。	PUNCT
有	VERB
一	NUM
回	NUM
，	PUNCT
我	PRON
們	PRON
會面	VERB
的	PART
時候	NOUN
，	PUNCT
是	VERB
臉	NOUN
上	PART

	SPACE
都	ADV
已	ADV
添刻	VERB
了	PART
許多	NUM
“	PUNCT
生	VERB
”	PUNCT
的	PART
辛苦	ADJ
的	PART
條紋	NOUN
，	PUNCT
而	ADV
我	PRON
的	PART
心	NOUN
很	ADV
沉重	VERB
。	PUNCT
我	PRON
們漸	ADV
漸談	ADV
起	VERB
兒時	NOUN
的	PART
舊事來	NOUN
，	PUNCT

	SPACE
我	PRON
便	ADV
敘述	VERB
到	VERB
這	DET
一	NUM
節	NUM
，	PUNCT
自說	PRON
少年	NOUN
時代	NOUN
的	PART
糊塗	NOUN
。	PUNCT
“	PUNCT
我	PRON
可是	ADV
毫不怪	ADV
你	PRON
呵	PART
。	PUNCT
”	PUNCT
我	PRON
想	VERB
，	PUNCT
他	PRON
要	VERB
說	VERB
了	PART
，	PUNCT

	SPACE
我	PRON
即刻	ADV
便	ADV
受	VERB
了	PART
寬恕	NOUN
，	PUNCT
我	PRON
的	PART
心從	NOUN
此	PRON
也	ADV
寬鬆	VERB
了	PART
罷	PART
。	PUNCT


	SPACE
“	PUNCT
有	VERB
過	PART
這樣	PRON
的	PART
事麼	NOUN
？	PUNCT
”	PUNCT
他	PRON
驚異	VERB
地	PART
笑	VERB
著說	PART
，	PUNCT
就	ADV
像	ADP
旁	NOUN
聽著	VERB
別人	PRON
的	PART
故事	NOUN
一	VERB
樣	VERB
。	PUNCT
他	PRON
什麼	PRON
也	ADV
記	VERB
不得	VERB

	SPACE
了	PART
。	PUNCT


	SPACE
全然	ADV
忘卻	VERB
，	PUNCT
毫無	ADV
怨恨	NOUN
，	PUNCT
又	ADV
有	VERB
什麼	DET
寬恕	NOUN
可言	NOUN
呢	PART
？	PUNCT
無怨	ADJ
的	PART
恕	NOUN
，	PUNCT
說謊	VERB
罷	ADV
了	PART
。	PUNCT


	SPACE
我	PRON
還	ADV
能	VERB
希求	VERB
什麼	PRON
呢	PART
？	PUNCT
我	PRON
的	PART
心衹	NOUN
得	VERB
沉重	VERB
著	PART
。	PUNCT


	SPACE
現在	NOUN
，	PUNCT
故鄉	NOUN
的	PART
春天	NOUN
又	ADV
在	VERB
這異	DET
地	NOUN
的	PART
空中	NOUN
了	PART
，	PUNCT
既	SCONJ
給	VERB
我	PRON
久經	ADV
逝去	VERB
的	PART
兒時	NOUN
的	PART
回憶	NOUN
，	PUNCT
而	ADV
一	ADV
併	ADV
也	ADV
帶著	VERB

	SPACE
無	VERB
可	VERB
把握	VERB
的	PART
悲哀	NOUN
。	PUNCT
我	PRON
倒	ADV
不如	ADV
躲到	VERB
肅殺	ADJ
的	PART
嚴冬	NOUN
中	PART
去	VERB
罷	PART
，	PUNCT
——	PUNCT
但是	ADV
，	PUNCT
四面	NOUN
又	ADV
明明	ADV
是	VERB
嚴冬	VERB
，	PUNCT
正	ADV

	SPACE
給	VERB
我	PRON
非常	ADJ
的	PART
寒威	NOUN
和	CCONJ
冷氣	NOUN
。	PUNCT


	SPACE
好的	NUM
故事	NOUN


	SPACE
人	NOUN
睡	VERB
到	VERB
不	ADV
知道	VERB
時候	NOUN
的	PART
時候	NOUN
，	PUNCT
就	ADV
會	VERB
有	VERB
影來	NOUN
告別	VERB
，	PUNCT
說出	VERB
那些	DET
話─	NOUN
─	PUNCT


	SPACE
有	VERB
我	PRON
所	PART
不	ADV
樂意	VERB
的	PART
在	ADP
地	NOUN
獄裡	NOUN
，	PUNCT
我	PRON
不	ADV
願	VERB
去	VERB
；	PUNCT
有	VERB
我	PRON
所	PART
不	ADV
樂意	VERB
的	PART
在	ADP
地	NOUN
獄裡	NOUN
，	PUNCT
我	PRON
不	ADV
願	VERB
去	VERB
；	PUNCT
有	VERB
我	PRON
所	PART
不	ADV

	SPACE
樂意	VERB
的	PART
在	VERB
你	PRON
們將來	ADJ
的	PART
黃金	NOUN
世界	NOUN
裡	PART
，	PUNCT
我	PRON
不	ADV
願去	VERB
。	PUNCT


	SPACE
然而	ADV
你	PRON
就是	VERB
我	PRON
所	PART
不	ADV
樂意	VERB
的	PART
。	PUNCT


	SPACE
朋友	NOUN
，	PUNCT
我	PRON
不	ADV
想	VERB
跟	VERB
隨	VERB
你	PRON
，	PUNCT
我	PRON
不	ADV
願住	VERB
。	PUNCT


	SPACE
我	PRON
不	ADV
願意	VERB
！	PUNCT


	SPACE
嗚乎	INTJ
嗚乎	INTJ
，	PUNCT
我	PRON
不	ADV
願意	VERB
，	PUNCT
我	PRON
不如	ADV
彷徨	VERB
於無	VERB
地	NOUN
。	PUNCT


	SPACE
我	PRON
不	ADV
過	ADV
一	NUM
個影	NOUN
，	PUNCT
要	VERB
別	VERB
你	PRON
而	PART
沉沒	VERB
在	ADP
黑暗	NOUN
裡	PART
了	PART
。	PUNCT
然而	ADV
黑暗	NOUN
又	ADV
會	VERB
吞併	VERB
我	PRON
，	PUNCT
然而	ADV
光明	NOUN
又	ADV
會使	VERB
我	PRON
消	VERB

	SPACE
失	VERB
。	PUNCT


	SPACE
然而	ADV
我	PRON
不	ADV
願彷	VERB
徨於	VERB
明暗	NOUN
之	PART
間	PART
，	PUNCT
我	PRON
不如	ADV
在	ADP
黑暗裡	NOUN
沉沒	VERB
。	PUNCT


	SPACE
然而	ADV
我	PRON
終於	ADV
彷徨	VERB
於明暗	NOUN
之	PART
間	PART
，	PUNCT
我	PRON
不	ADV
知道	VERB
是	VERB
黃	NOUN
昏還	NOUN
是	VERB
黎明	NOUN
。	PUNCT
我	PRON
姑且	ADV
舉	VERB
灰黑	ADJ
的	PART
手裝	NOUN
作	VERB
喝	VERB
幹	VERB
一	NUM

	SPACE
杯酒	NOUN
，	PUNCT
我	PRON
將	ADV
在	ADP
不	ADV
知道	VERB
時候	NOUN
的	PART
時候	NOUN
獨自	ADV
遠行	VERB
。	PUNCT


	SPACE
嗚乎	INTJ
嗚乎	INTJ
，	PUNCT
倘若	SCONJ
黃昏	NOUN
，	PUNCT
黑夜	NOUN
自然	ADV
會來	VERB
沉沒	VERB
我	PRON
，	PUNCT
否則	ADV
我	PRON
要	VERB
被	X
白天	NOUN
消失	VERB
，	PUNCT
如果	SCONJ
現	NOUN
是	VERB
黎明	NOUN
。	PUNCT


	SPACE
朋友	NOUN
，	PUNCT
時候	NOUN
近	VERB
了	PART
。	PUNCT


	SPACE
我	PRON
將向	ADV
黑暗	NOUN
裡彷	VERB
徨於	VERB
無地	VERB
。	PUNCT


	SPACE
你	PRON
還	ADV
想	VERB
我	PRON
的	PART
贈品	NOUN
。	PUNCT
我	PRON
能	VERB
獻	VERB
你	PRON
甚麼	ADV
呢	PART
？	PUNCT
無	VERB
已	NOUN
，	PUNCT
則	ADV
仍	ADV
是	VERB
黑暗	VERB
和	CCONJ
虛空而已	VERB
。	PUNCT
但是	ADV
，	PUNCT
我	PRON
願意	VERB
只是	ADV

	SPACE
黑暗	VERB
，	PUNCT
或者	CCONJ
會消	VERB
失於	VERB
你	PRON
的	PART
白天	NOUN
；	PUNCT
我	PRON
願意	VERB
只是	ADV
虛	VERB
，	PUNCT
決	ADV
不	ADV
占	VERB
你	PRON
的	PART
心地	NOUN
。	PUNCT


	SPACE
我	PRON
願意	VERB
這樣	PRON
，	PUNCT
朋友	NOUN
──	PUNCT


	SPACE
我	PRON
獨自	ADV
遠行	VERB
，	PUNCT
不但	ADV
沒有	VERB
你	PRON
，	PUNCT
並且	ADV
再	ADV
沒有	VERB
別	DET
的	PART
影在	VERB
黑暗裡	NOUN
。	PUNCT
只有	ADV
我	PRON
被	X
黑暗	NOUN
沉沒	VERB
，	PUNCT
那	DET
世界	NOUN
全	ADV

	SPACE
屬於	VERB
我	PRON
自己	PRON
。	PUNCT


	SPACE
過客	VERB


	SPACE
時	PART
：	PUNCT
或	CCONJ
一日	NOUN
的	PART
黃昏	NOUN


	SPACE
地	NOUN
：	PUNCT
或	ADV
一	NUM
處	NUM


	SPACE
人	NOUN
：	PUNCT


	SPACE
老翁	NOUN
——	NOUN
約	ADV
七十	NUM
歲	NUM
，	PUNCT
白頭髮	NOUN
，	PUNCT
黑長袍	NOUN
。	PUNCT


	SPACE
女孩	NOUN
——	PUNCT
約	ADV
十	NUM
歲	NUM
，	PUNCT
紫發	NOUN
，	PUNCT
烏眼珠	NOUN
，	PUNCT
白地	NOUN
黑方格	NOUN
長衫	VERB
。	PUNCT


	SPACE
過客	NOUN
——	PUNCT
約	ADV
三四十	NUM
歲	NUM
，	PUNCT
狀態	NOUN
困頓	VERB
倔強	VERB
，	PUNCT
眼光	NOUN
陰沉	VERB
，	PUNCT
黑須	NOUN
，	PUNCT
亂髮	NOUN
，	PUNCT
黑色	ADJ
短衣	NOUN
褲	NOUN
皆	ADV
破碎	VERB
，	PUNCT
赤	ADJ

	SPACE
足著	NOUN
破鞋	VERB
，	PUNCT
脅下	NOUN
掛	VERB
一	NUM
個	NUM
口袋	NOUN
，	PUNCT
支著	NOUN
等身	VERB
的	PART
竹杖	NOUN
。	PUNCT


	SPACE
東	NOUN
，	PUNCT
是	VERB
幾株	NUM
雜樹	NOUN
和	CCONJ
瓦礫	NOUN
；	PUNCT
西	NOUN
，	PUNCT
是	VERB
荒涼	VERB
破敗	VERB
的	PART
叢葬	NOUN
；	PUNCT
其間	NOUN
有	VERB
一	NUM
條	NUM
似路	ADV
非路	NOUN
的	PART
痕跡	NOUN
。	PUNCT
一	NUM
間	NUM
小	ADJ

	SPACE
土屋	NOUN
向	ADP
這痕	PRON
跡開	VERB
著	PART
一	NUM
扇	NUM
門	NOUN
；	PUNCT
門側	NOUN
有	VERB
一	NUM
段	NUM
枯樹	ADJ
根	NOUN
。	PUNCT


	SPACE
〔	PUNCT
女孩	NOUN
正要	ADV
將坐	VERB
在	ADP
樹根	NOUN
上	PART
的	PART
老翁	NOUN
攙起	VERB
。	PUNCT
〕	PUNCT


	SPACE
翁	NOUN
——	PUNCT
孩子	NOUN
。	PUNCT
喂	INTJ
，	PUNCT
孩子	NOUN
！	PUNCT
怎麼	ADV
不	ADV
動	VERB
了	PART
呢	PART
？	PUNCT


	SPACE
孩	NOUN
——	PUNCT
〔	PUNCT
向	ADP
東望	VERB
著	PART
，	PUNCT
〕	PUNCT
有	VERB
誰	PRON
走來	VERB
了	PART
，	PUNCT
看	VERB
一	ADV
看罷	VERB
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
不用	ADV
看	VERB
他	PRON
。	PUNCT
扶	VERB
我	PRON
進	VERB
去	VERB
罷	PART
。	PUNCT
太	NOUN
陽	NOUN
要	VERB
下去	VERB
了	PART
。	PUNCT


	SPACE
孩	NOUN
——	PUNCT
我	PRON
，	PUNCT
——	PUNCT
看一看	VERB
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
唉	INTJ
，	PUNCT
你	PRON
這	DET
孩子	NOUN
！	PUNCT
天天	ADV
看	VERB
見天	VERB
，	PUNCT
看	VERB
見土	VERB
，	PUNCT
看	VERB
見風	VERB
，	PUNCT
還	ADV
不	ADV
夠好	ADV
看麼	VERB
？	PUNCT
什麼	PRON
也	ADV
不	ADV
比	ADP
這些	PRON

	SPACE
好看	VERB
。	PUNCT
你	PRON
偏	ADV
是	VERB
要	VERB
看誰	VERB
。	PUNCT
太	NOUN
陽	NOUN
下去	VERB
時候	NOUN
出現	VERB
的	PART
東西	NOUN
，	PUNCT
不	ADV
會給	VERB
你	PRON
什麼	DET
好處	NOUN
的	PART
。	PUNCT
……	PUNCT
還	ADV
是	VERB
進	VERB
去	VERB

	SPACE
罷	PART
。	PUNCT


	SPACE
孩	NOUN
——	PUNCT
可是	ADV
，	PUNCT
已	ADV
經	ADV
近來	VERB
了	PART
。	PUNCT
阿阿	PROPN
，	PUNCT
是	VERB
一	NUM
個	NUM
乞丐	NOUN
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
乞丐	NOUN
？	PUNCT
不	ADV
見	VERB
得	PART
罷	PART
。	PUNCT


	SPACE
〔過	PUNCT
客從	NOUN
東面	NOUN
的	PART
雜樹	NOUN
間	PART
蹌踉	PUNCT
走出	VERB
，	PUNCT
暫時	ADV
躊躇	VERB
之後	NOUN
，	PUNCT
慢慢	ADV
地	PART
走近	VERB
老翁	NOUN
去	VERB
。	PUNCT
〕	PUNCT


	SPACE
客——	PUNCT
老丈	NOUN
，	PUNCT
你	PRON
晚上	NOUN
好	VERB
？	PUNCT


	SPACE
翁	NOUN
——	PUNCT
阿	INTJ
，	PUNCT
好	VERB
！	PUNCT
托福	VERB
。	PUNCT
你好	VERB
？	PUNCT


	SPACE
客——	NOUN
老丈	NOUN
，	PUNCT
我	PRON
實	ADV
在	ADV
冒昧	VERB
，	PUNCT
我	PRON
想	VERB
在	ADP
你	PRON
那	PRON
裡討	NOUN
一	NUM
杯	NUM
水	NOUN
喝	VERB
。	PUNCT
我	PRON
走	VERB
得	PART
渴極	VERB
了	PART
。	PUNCT
這	DET
地方	NOUN
又	ADV
沒有	VERB
一	NUM

	SPACE
個池塘	NOUN
，	PUNCT
一	NUM
個	NUM
水窪	NOUN
。	PUNCT


	SPACE
翁	NOUN
——	PUNCT
唔	INTJ
，	PUNCT
可以	VERB
可以	VERB
。	PUNCT
你	PRON
請	VERB
坐罷	VERB
。	PUNCT
〔向	ADP
女孩	NOUN
，	PUNCT
〕	PUNCT
孩子	NOUN
，	PUNCT
你	PRON
拿	VERB
水來	NOUN
，	PUNCT
杯子	NOUN
要	VERB
洗	VERB
幹凈	VERB
。	PUNCT


	SPACE
〔	PUNCT
女孩	NOUN
默默	VERB
地	PART
走	VERB
進土屋去	VERB
。	PUNCT
〕	PUNCT


	SPACE
翁	NOUN
——	PUNCT
客官	NOUN
，	PUNCT
你	PRON
請坐	VERB
。	PUNCT
你	PRON
是	VERB
怎麼	ADV
稱呼	VERB
的	PART
。	PUNCT


	SPACE
客——	PUNCT
稱呼	NOUN
？	PUNCT
——	PUNCT
我	PRON
不	ADV
知道	VERB
。	PUNCT
從	ADP
我	PRON
還	ADV
能	VERB
記得	VERB
的	PART
時候	NOUN
起	PART
，	PUNCT
我	PRON
就	ADV
衹	ADV
一	NUM
個	NUM
人	NOUN
，	PUNCT
我	PRON
不	ADV
知道	VERB
我	PRON
本	ADV
來	ADV

	SPACE
叫	VERB
什麼	PRON
。	PUNCT
我	PRON
一路	ADV
走	VERB
，	PUNCT
有	VERB
時人	NOUN
們	PRON
也	ADV
隨便	ADV
稱呼	VERB
我	PRON
，	PUNCT
各式各樣	VERB
，	PUNCT
我	PRON
也	ADV
記	VERB
不	ADV
