***	PUNCT
敝邑	NOUN
易子而食	VERB
，	PUNCT
析骸	VERB
而	PART
爨	VERB
。	PUNCT
』	PUNCT

　　	SPACE
	PUNCT
『	PUNCT
食肉	NOUN
寢皮	NOUN
』	PUNCT
：	PUNCT
語出	VERB
《	PUNCT
左傳	NOUN
》	PUNCT
襄公	PROPN
二十一年	NOUN
，	PUNCT
晉國州	PROPN
綽對	NOUN
齊莊	PROPN
公說	NOUN
：	PUNCT
『然	PUNCT
二子者	NOUN
，	PUNCT
譬於	VERB
禽獸	NOUN
，	PUNCT
臣食其肉	VERB
而	PART
寢處	VERB
其	PRON
皮矣	NOUN
。	PUNCT
』	PUNCT
(	PUNCT
按	VERB
：	PUNCT
『	PUNCT
二子	PROPN
』	PUNCT
指	VERB
齊國	PROPN
的	PART
殖綽	NOUN
和	CCONJ
郭	PROPN
最	ADV
，	PUNCT
他們	PRON
曾	ADV
被	X
州	NOUN
綽俘	PROPN
虜過	VERB
。	PUNCT
)	PUNCT

　　	SPACE
	PUNCT
『	PUNCT
海乙	NOUN
那	PRON
』	PUNCT
：	PUNCT
英語hyena	PROPN
的	PART
音譯	NOUN
，	PUNCT
即鬣	VERB
狗(	NOUN
又	ADV
名土	VERB
狼	NOUN
)	PUNCT
，	PUNCT
一	NUM
種	NUM
食肉	ADJ
獸	NOUN
，	PUNCT
常	ADV
跟	VERB
在	ADP
獅虎	NOUN
等	PART
猛獸	NOUN
之後	PART
，	PUNCT
以	ADP
它	PRON
們	PRON
吃剩	VERB
的	PART
獸類	NOUN
的	PART
殘屍	NOUN
為食	VERB
。	PUNCT

　　	SPACE
易	PUNCT
牙	NOUN
：	PUNCT
春秋	PROPN
時齊	NOUN
國人	NOUN
，	PUNCT
善於	ADV
調味	VERB
。	PUNCT
據	ADP
《	PUNCT
管子·小稱	NOUN
》	PUNCT
：	PUNCT
『	PUNCT
夫易牙	PROPN
以調	NOUN
和	CCONJ
事	NOUN
公(	NOUN
按	VERB
：	PUNCT
指齊	VERB
桓	PROPN
公)	NOUN
，	PUNCT
公曰	VERB
「	PUNCT
惟蒸	VERB
嬰兒	NOUN
之	PART
未	ADV
嘗	VERB
」	PUNCT
，	PUNCT
於是	ADV
蒸	VERB
其	PRON
首子	NOUN
而	PART
獻	VERB
之	PART
公	NOUN
。	PUNCT
』桀	PUNCT
、	PUNCT
紂	PROPN
各	ADV
為	VERB
我	PRON
國	NOUN
夏朝	PROPN
和	CCONJ
商朝	PROPN
的	PART
最後	ADJ
一代	NUM
君主	NOUN
，	PUNCT
易牙	PROPN
和	CCONJ
他們	PRON
不是	ADV
同	DET
時代	NOUN
人	NOUN
。	PUNCT
這裡	ADV
說	VERB
的	PART
『	PUNCT
易	PROPN
牙蒸	NOUN
了	PART
他	PRON
兒子	NOUN
，	PUNCT
給桀	VERB
紂	PROPN
吃	VERB
』	PUNCT
，	PUNCT
也	ADV
是	VERB
『	PUNCT
狂人	NOUN
』	PUNCT
『	PUNCT
語頗錯	NOUN
雜無	NOUN
倫次	NOUN
』	PUNCT
的	PART
表現	NOUN
。	PUNCT

　　	SPACE
徐	PUNCT
錫林	PROPN
：	PUNCT
隱指	VERB
徐錫	PROPN
麟(	PROPN
1873	NOUN
—	PUNCT
1907	NOUN
)	PUNCT
，	PUNCT
字伯蓀	NOUN
，	PUNCT
浙江	PROPN
紹興人	NOUN
，	PUNCT
清末	NOUN
革命	NOUN
團	NOUN
體光	NOUN
復會	NOUN
的	PART
重要	ADJ
成員	NOUN
。	PUNCT
一九○七年	NOUN
與秋瑾	PROPN
准備	VERB
在	ADP
浙	PROPN
、	PUNCT
皖兩省	PROPN
同時	ADV
起義	VERB
。	PUNCT
七月	NOUN
六日	NOUN
，	PUNCT
他	PRON
以	ADP
安徽	PROPN
巡警	NOUN
處會	NOUN
辦兼	VERB
巡警	ADJ
學堂	NOUN
監督	VERB
身份	NOUN
為	VERB
掩護	NOUN
，	PUNCT
乘	VERB
學堂	NOUN
舉行	VERB
畢業	NOUN
典禮	NOUN
之	PART
機	NOUN
刺死	VERB
安徽	PROPN
巡撫	NOUN
恩銘	NOUN
，	PUNCT
率領	VERB
學生	NOUN
攻佔	VERB
軍械局	NOUN
，	PUNCT
彈盡	VERB
被捕	VERB
，	PUNCT
當日	NOUN
慘	ADV
遭	VERB
殺害	NOUN
，	PUNCT
心肝	NOUN
被	X
恩銘	NOUN
的	PART
衛隊	NOUN
挖出	VERB
炒食	VERB
。	PUNCT
指	PUNCT
『	PUNCT
割股	NOUN
療親	NOUN
』	PUNCT
，	PUNCT
即	VERB
割取	VERB
自己	PRON
的	PART
股肉	NOUN
煎藥	VERB
，	PUNCT
以	PART
醫治	VERB
父母	NOUN
的	PART
重病	NOUN
。	PUNCT
這	PRON
是	VERB
封建	ADJ
社會	NOUN
的	PART
一	NUM
種	NUM
愚孝	ADJ
行為	NOUN
。	PUNCT
《	PUNCT
宋史·選舉志	PROPN
一	NUM
》	PUNCT
：	PUNCT
『	PUNCT
上	PART
以	ADP
孝取人	VERB
，	PUNCT
則勇者	NOUN
割股	VERB
，	PUNCT
怯者	NOUN
廬墓	NOUN
。	PUNCT
』	PUNCT










	SPACE
