***	PUNCT
沒有	VERB
﹐	PUNCT
我	PRON
說	VERB
你	PRON
自己	PRON
當面	ADV
說	VERB
去	VERB
﹐	PUNCT
他	PRON
還	ADV
要	VERB
說﹐	VERB
我	PRON
說	VERB
……	PUNCT
”	PUNCT
鄒	PROPN
七	NUM
嫂	NOUN
氣喘	VERB
吁吁	VERB
的	PART
走	VERB
著說	VERB
。	PUNCT


　　	SPACE
“	PUNCT
太	NOUN
爺﹗	NOUN
”	PUNCT
阿Ｑ似笑非笑	PROPN
的	PART
叫	VERB
了	PART
一	NUM
聲	NOUN
﹐	PUNCT
在	ADP
檐下站	NOUN
住	VERB
了	PART
。	PUNCT


　　	SPACE
“	PUNCT
阿Ｑ﹐	PUNCT
聽說	VERB
你	PRON
在	ADP
外面	NOUN
發	VERB
財﹐	PUNCT
”	PUNCT
趙	PROPN
太	NOUN
爺	NOUN
踱開	VERB
去	VERB
﹐	PUNCT
眼睛	NOUN
打量	VERB
著	PART
他	PRON
的	PART
全身	NOUN
﹐	PUNCT
一	NUM
面說	NOUN
。	PUNCT
“	PUNCT
那	PRON
很	ADV
好	VERB
﹐	PUNCT
那	PRON
很	ADV
好的	VERB
。	PUNCT
這個	PRON
﹐	PUNCT
……	PUNCT
聽說	VERB
你	PRON
有些	DET
舊東	NOUN
西﹐	NOUN
……	PUNCT
可以	VERB
都	ADV
拿	VERB
來	VERB
看一看	VERB
﹐	PUNCT
……	PUNCT
這	PRON
也	ADV
並	ADV
不是	VERB
別	PRON
的	PART
﹐因	PUNCT
為	ADP
我	PRON
倒	ADV
要	VERB
……	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
我	PRON
對鄒	ADP
七	NUM
嫂	NOUN
說過	VERB
了	PART
。	PUNCT
都	ADV
完了	VERB
。	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
完了	VERB
﹖	PUNCT
”	PUNCT
趙	PROPN
太	NOUN
爺	NOUN
不	ADV
覺	VERB
失聲	VERB
的	PART
說﹐	PUNCT
“	PUNCT
那	PRON
裡	PART
會	VERB
完	VERB
得	PART
這樣	ADV
快	VERB
呢	PART
﹖	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
那	PRON
是	VERB
朋友	NOUN
的	PART
﹐本	PUNCT
來	ADV
不	ADV
多	VERB
。	PUNCT
他	PRON
們買	VERB
了	PART
些	ADV
﹐	PUNCT
……	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
總該	ADV
還	ADV
有	VERB
一	NUM
點	NUM
罷	PART
。	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
現	NOUN
在	NOUN
﹐	PUNCT
只	ADV
剩	VERB
了	PART
一	NUM
張	NUM
門幕	NOUN
了	PART
。	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
就	ADV
拿	VERB
門幕	NOUN
來	VERB
看看	VERB
罷	PART
。	PUNCT
”	PUNCT
趙	PROPN
太太	NOUN
慌	VERB
忙說	VERB
。	PUNCT


　　	SPACE
“	PUNCT
那	ADV
麼	ADV
﹐	PUNCT
明天	NOUN
拿來	VERB
就是	ADV
﹐	PUNCT
”	PUNCT
趙	PROPN
太	NOUN
爺卻	NOUN
不	ADV
甚	ADV
熱心	VERB
了	PART
。	PUNCT
“	PUNCT
阿Ｑ﹐	PUNCT
你	PRON
以後	ADV
有	VERB
什麼	DET
東西	NOUN
的	PART
時	NOUN
候﹐	PUNCT
你	PRON
儘先	ADV
送	VERB
來給	VERB
我	PRON
們	PRON
看﹐	VERB
……	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
價錢	NOUN
決	ADV
不	ADV
會	VERB
比	ADP
別家	PRON
出	VERB
得	PART
少﹗	PUNCT
”	PUNCT
秀才	PROPN
說	VERB
。	PUNCT
秀才	PROPN
娘子	NOUN
忙	VERB
一瞥	ADV
阿Ｑ	PROPN
的	PART
臉﹐	NOUN
看	VERB
他	PRON
感動	VERB
了	PART
沒有	ADV
。	PUNCT


　　	SPACE
“	PUNCT
我	PRON
要	VERB
一	NUM
件	NUM
皮	NOUN
背心	NOUN
。	PUNCT
”	PUNCT
趙	PROPN
太太	NOUN
說	VERB
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
雖然	SCONJ
答應	VERB
著﹐	PUNCT
卻懶洋洋	VERB
的	PART
出去	VERB
了	PART
﹐	PUNCT
也	ADV
不	ADV
知道	VERB
他	PRON
是否	VERB
放	VERB
在心	NOUN
上	PART
。	PUNCT
這使	ADV
趙	PROPN
太	NOUN
爺	NOUN
很	ADV
失望	VERB
﹐	PUNCT
氣憤	VERB
而且	CCONJ
擔心	VERB
﹐至	PUNCT
於	ADP
停止	VERB
了	PART
打呵	VERB
欠	NOUN
。	PUNCT
秀才	PROPN
對於阿Ｑ	VERB
的	PART
態度	NOUN
也	ADV
很	ADV
不	ADV
平﹐	PUNCT
於是	ADV
說﹐	VERB
這	PRON
忘	VERB
八	NUM
蛋	NOUN
要	VERB
提防	VERB
﹐	PUNCT
或者	CCONJ
竟	ADV
不如	ADV
吩咐	VERB
地	PART
保﹐	VERB
不	ADV
許	VERB
他	PRON
住在	VERB
未莊	NOUN
。	PUNCT
但	ADV
趙	PROPN
太	NOUN
爺	NOUN
以	VERB
為不然	VERB
﹐說這	VERB
也	ADV
怕	VERB
要	VERB
結怨	VERB
﹐況	PUNCT
且	ADV
做	VERB
這路	PRON
生意	NOUN
的	PART
大概	ADV
是	VERB
〈	PUNCT
老鷹	NOUN
不	ADV
吃	VERB
窩	NOUN
下	VERB
食	VERB
〉	PUNCT
﹐	PUNCT
本村	PRON
倒	ADV
不必	ADV
擔心	VERB
的	PART
﹔	PUNCT
只要	SCONJ
自己	PRON
夜裡	VERB
警醒	VERB
點	ADV
就是了	ADV
。	PUNCT
秀才	PROPN
聽	VERB
了	PART
這	DET
〈	PUNCT
庭訓	NOUN
〉	PUNCT
〔	PUNCT
３９	NUM
〕﹐	PUNCT
非常	ADV
之	PART
以	VERB
為然	VERB
﹐便	PUNCT
即刻	ADV
撤消	VERB
了	PART
驅逐	VERB
阿Ｑ	PROPN
的	PART
提議	NOUN
﹐	PUNCT
而且	ADV
叮囑	VERB
鄒	PROPN
七	NUM
嫂	NOUN
﹐請	VERB
伊萬	PROPN
不要	ADV
向	ADP
人	NOUN
提起	VERB
這	DET
一	NUM
段	NUM
話	NOUN
。	PUNCT


　　	SPACE
但	ADV
第二日	NUM
﹐鄒	PROPN
七	NUM
嫂	NOUN
便	ADV
將	X
那	DET
藍裙	NOUN
去	PART
染	VERB
了	PART
皂﹐	PUNCT
又	ADV
將	X
阿Ｑ可疑	PROPN
之	PART
點	NOUN
傳揚	VERB
出去	VERB
了	PART
﹐	PUNCT
可是	ADV
確沒	ADV
有	VERB
提起	VERB
秀才	NOUN
要	VERB
驅逐	VERB
他	PRON
這	DET
一	NUM
節	NUM
。	PUNCT
然而	ADV
這	PRON
已	ADV
經於	VERB
阿Ｑ	PROPN
很	ADV
不利	VERB
。	PUNCT
最先	ADV
﹐地	PUNCT
保尋	VERB
上門	VERB
了	PART
﹐取	VERB
了	PART
他	PRON
的	PART
門幕	NOUN
去	VERB
﹐阿	PUNCT
Ｑ說	PROPN
是	VERB
趙	PROPN
太太	NOUN
要	VERB
看	VERB
的	PART
﹐而	PUNCT
地保	NOUN
也	ADV
不	ADV
還﹐	PUNCT
並且	ADV
要	VERB
議定	VERB
每月	NOUN
的	PART
孝敬	NOUN
錢	NOUN
。	PUNCT
其次	ADV
﹐	PUNCT
是	VERB
村人	NOUN
對於	VERB
他	PRON
的	PART
敬畏	NOUN
忽而	ADV
變相	VERB
了	PART
﹐雖	PUNCT
然還	ADV
不	ADV
敢	VERB
來	VERB
放肆	VERB
﹐卻	PUNCT
很	ADV
有	VERB
遠避	VERB
的	PART
神情﹐	NOUN
而	ADV
這	DET
神情	NOUN
和	ADP
先前	NOUN
的	PART
防	VERB
他	PRON
來	VERB
〈	PUNCT
嚓	VERB
〉	PUNCT
的	PART
時候	NOUN
又	ADV
不同	VERB
﹐頗	ADV
混著	VERB
〈敬	PUNCT
而	PART
遠	VERB
之	PRON
〉	PUNCT
的	PART
分子	NOUN
了	PART
。	PUNCT


　　	SPACE
只有	ADV
一	NUM
班	NUM
閒人	NOUN
們卻	NOUN
還	ADV
要	VERB
尋根究底	VERB
的	PART
去	VERB
探阿	VERB
Ｑ	PROPN
的	PART
底細	NOUN
。	PUNCT
阿Ｑ	PROPN
也	ADV
並	ADV
不	ADV
諱	VERB
飾﹐	VERB
傲然	VERB
的	PART
說出	VERB
他	PRON
的	PART
經驗來	NOUN
。	PUNCT
從此	ADV
他	PRON
們才	ADV
知道	VERB
﹐	PUNCT
他	PRON
不	ADV
過	ADV
是	VERB
一	NUM
個	NUM
小	ADJ
腳色	NOUN
﹐	PUNCT
不但	ADV
不	ADV
能	VERB
上	VERB
牆﹐	PUNCT
並且	ADV
不	ADV
能	VERB
進洞	VERB
﹐	PUNCT
只	ADV
站	VERB
在	ADP
洞外	NOUN
接東西	VERB
。	PUNCT
有	VERB
一	NUM
夜	NOUN
﹐	PUNCT
他	PRON
剛纔	ADV
接到	VERB
一	NUM
個	NUM
包﹐	NOUN
正手	ADV
再	ADV
進	VERB
去	VERB
﹐	PUNCT
不一	ADV
會	VERB
﹐	PUNCT
只	ADV
聽	VERB
得	PART
裡面	NOUN
大嚷	VERB
起來	VERB
﹐	PUNCT
他	PRON
便	ADV
趕緊	VERB
跑﹐	VERB
連夜	ADV
爬出	VERB
城﹐	NOUN
逃回	VERB
未	ADV
莊來	NOUN
了	PART
﹐從	PUNCT
此	ADV
不	ADV
敢	VERB
再	ADV
去	VERB
做	VERB
。	PUNCT
然而	ADV
這	DET
故事	NOUN
卻於	VERB
阿Ｑ	PROPN
更	ADV
不利	VERB
﹐村人	NOUN
對於阿Ｑ	PROPN
的	PART
〈敬	VERB
而	PART
遠	VERB
之	PRON
〉	PUNCT
者	NOUN
﹐本	ADV
因	ADP
為怕	ADP
結怨	VERB
﹐	PUNCT
誰料	ADV
他	PRON
不	ADV
過	ADV
是	VERB
一	NUM
個	NUM
不	ADV
敢	VERB
再	ADV
偷	VERB
的	PART
偷兒	NOUN
呢	PART
﹖	PUNCT
這實	PRON
在	ADV
是	VERB
〈	PUNCT
斯亦不足畏	VERB
也	PART
矣	PART
〉	PUNCT
〔	PUNCT
４０	NUM
〕	PUNCT
。	PUNCT


　　	SPACE
第七	NUM
章	NUM
　	SPACE
革	NOUN
　　	SPACE
命	NOUN


　　	SPACE
宣統	NOUN
三年	NOUN
九月	NOUN
十四日	NOUN
〔	PUNCT
４１	NUM
〕	PUNCT
──	PUNCT
即	VERB
阿Ｑ將搭	PROPN
連賣	VERB
給趙	VERB
白眼	PROPN
的	PART
這	DET
一	NUM
天	NUM
──	PUNCT
三更	NOUN
四	NUM
點	NUM
﹐	PUNCT
有	VERB
一	NUM
隻	NUM
大	ADJ
烏篷	NOUN
船到	VERB
了	PART
趙府	PROPN
上	PART
的	PART
河埠	NOUN
頭	NOUN
。	PUNCT
這	DET
船從	NOUN
黑漆	VERB
漆中	VERB
蕩來	VERB
﹐鄉	NOUN
下人	NOUN
睡	VERB
得	PART
熟﹐	PUNCT
都	ADV
沒有	VERB
知道	NOUN
﹔	PUNCT
出去	VERB
時將	NOUN
近	VERB
黎明	NOUN
﹐卻	PUNCT
很	ADV
有	VERB
幾個	NUM
看見	VERB
的	PART
了	PART
。	PUNCT
據	ADP
探頭	NOUN
探腦	NOUN
的	PART
調查來	NOUN
的	PART
結果	NOUN
﹐	PUNCT
知道	VERB
那	PRON
竟是	ADV
舉人	ADV
老爺	VERB
的	PART
船﹗	NOUN


　　	SPACE
那	DET
船便	NOUN
將大不安	VERB
載給	VERB
了	PART
未	ADV
莊	NOUN
﹐	PUNCT
不	ADV
到	VERB
正午	NOUN
﹐	PUNCT
全村	NOUN
的	PART
人心	NOUN
就	ADV
很	ADV
搖動	VERB
。	PUNCT
船	NOUN
的	PART
使命﹐	NOUN
趙家	PROPN
本來	ADV
是	VERB
很	ADV
秘密	VERB
的	PART
﹐但	ADV
茶坊酒肆	NOUN
裡卻	NOUN
都	ADV
說﹐	PUNCT
革命	NOUN
黨要	NOUN
進城	VERB
﹐舉人	NOUN
老爺	NOUN
到	VERB
我	PRON
們鄉	PRON
下來	VERB
逃難	VERB
了	PART
。	PUNCT
惟有	ADV
鄒七	PROPN
嫂	NOUN
不	ADV
以	VERB
為然	VERB
﹐說	VERB
那	PRON
不	ADV
過	ADV
是	VERB
幾口	NOUN
破衣箱	NOUN
﹐舉人	NOUN
老爺	NOUN
想	VERB
來	VERB
寄存	VERB
的	PART
﹐卻	PUNCT
已	ADV
被	X
趙太	PROPN
爺回	NOUN
覆轉	VERB
去	VERB
。	PUNCT
其	ADV
實舉人	NOUN
老爺	NOUN
和	ADP
趙秀	PROPN
才	ADV
素	ADV
不	ADV
相識	VERB
﹐	PUNCT
在	ADP
理本	NOUN
不	ADV
能	VERB
有	VERB
〈	PUNCT
共患難	NOUN
〉	PUNCT
的	PART
情誼	NOUN
﹐況	ADV
且	ADV
鄒	PROPN
七	NUM
嫂	NOUN
又	ADV
和	ADP
趙家	PROPN
是	VERB
鄰居	NOUN
﹐見	VERB
聞較	NOUN
為切	ADV
近﹐	PUNCT
所以	ADV
大概	ADV
該	VERB
是	VERB
伊對	PROPN
的	PART
。	PUNCT


　　	SPACE
然而	ADV
謠言	NOUN
很	ADV
旺	VERB
盛﹐	VERB
說舉人	NOUN
老爺	NOUN
雖然	SCONJ
似乎	ADV
沒有	ADV
親到	VERB
﹐卻	ADV
有	VERB
一	NUM
封	NUM
長	ADJ
信﹐	NOUN
和	ADP
趙家	PROPN
排	VERB
了	PART
〈	PUNCT
轉折親	NOUN
〉	PUNCT
。	PUNCT
趙	PROPN
太	NOUN
爺	NOUN
肚裡	NOUN
一	NUM
輪	NUM
﹐覺	VERB
得	VERB
於	ADP
他	PRON
總	ADV
不	ADV
會	VERB
有	VERB
壞處	NOUN
﹐便	PUNCT
將	X
箱子	NOUN
留下	VERB
了	PART
﹐現	PUNCT
就	ADV
塞在	VERB
太太	NOUN
的	PART
床	NOUN
底下	NOUN
。	PUNCT
至於	ADV
革命	NOUN
黨﹐	NOUN
有的	PRON
說	VERB
是	VERB
便	ADV
在	ADP
這	DET
一	NUM
夜	NOUN
進	VERB
了	PART
城﹐	NOUN
個個	NUM
白盔	NOUN
白甲	NOUN
﹕	PUNCT
穿	VERB
著崇	PART
正	ADJ
皇帝	NOUN
的	PART
素〔	NOUN
４２	NUM
〕	PUNCT
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
的	PART
耳朵	NOUN
裡﹐	PUNCT
本來	ADV
早聽	ADV
到	VERB
過革命	NOUN
黨這	NOUN
一	NUM
句	NUM
話﹐	NOUN
今年	NOUN
又	ADV
親眼	ADV
見過	VERB
殺掉	VERB
革命黨	NOUN
。	PUNCT
但	ADV
他	PRON
有	VERB
一	NUM
種	NUM
不	ADV
知從	VERB
那	PRON
裡來	NOUN
的	PART
意見	NOUN
﹐	PUNCT
以	ADP
為革命	NOUN
黨便	NOUN
是	VERB
造反	VERB
﹐造	PUNCT
反便	ADV
是	VERB
與	ADP
他	PRON
為難﹐	VERB
所以	ADV
一向	ADV
是	VERB
〈	PUNCT
深惡	VERB
而	PART
痛絕	VERB
之	PRON
〉	PUNCT
的	PART
。	PUNCT
殊	ADV
不料	ADV
這卻	PRON
使百	NOUN
里	PART
聞名	VERB
的	PART
舉人	NOUN
老爺	NOUN
有	VERB
這樣	ADV
怕	VERB
﹐於	ADV
是	ADV
他	PRON
未免	ADV
也	ADV
有些	ADV
〈	PUNCT
神往	NOUN
〉	PUNCT
了	PART
﹐	PUNCT
況且	ADV
未	ADV
莊	NOUN
的	PART
一	NUM
群	NUM
鳥	NOUN
男女	NOUN
的	PART
慌張	VERB
的	PART
神情﹐	NOUN
也	ADV
使	VERB
阿Ｑ	PROPN
更	ADV
快意	VERB
。	PUNCT


　　	SPACE
“	PUNCT
革命	NOUN
也好	ADV
罷﹐	PUNCT
”	PUNCT
阿Ｑ	PROPN
想﹐	VERB
“	PUNCT
革這伙	NOUN
媽媽	NOUN
的	PART
的	PART
命﹐	NOUN
太	ADV
可	VERB
惡﹗	VERB
太	ADV
可	VERB
恨﹗	PUNCT
……	PUNCT
便	ADV
是	VERB
我	PRON
﹐	PUNCT
也	ADV
要	VERB
投降	VERB
革命	ADJ
黨	NOUN
了	PART
。	PUNCT
”	PUNCT


　　	SPACE
阿Ｑ	PROPN
近來	ADV
用度	NOUN
窘﹐	PUNCT
大	ADV
約略	ADV
略	ADV
有些	ADV
不	ADV
平﹔	VERB
加以	ADV
午間	NOUN
喝	VERB
了	PART
兩碗	NOUN
空肚	NOUN
酒﹐愈	NOUN
加醉	VERB
得	PART
快	VERB
﹐	PUNCT
一面	ADV
想	VERB
一面	ADV
走﹐	PUNCT
便	ADV
又	ADV
飄	VERB
飄然	VERB
起來	VERB
。	PUNCT
不知	VERB
怎麼	ADV
一	ADV
來	VERB
﹐忽	ADV
而	ADV
似乎	ADV
革命	NOUN
黨便	NOUN
是	VERB
自己	PRON
﹐	PUNCT
未	PROPN
莊	PROPN
人卻	NOUN
都	ADV
是	VERB
他	PRON
的	PART
俘虜	NOUN
了	PART
。	PUNCT
他	PRON
得意	VERB
之	PART
餘	NOUN
﹐禁	PUNCT
不住	ADV
大聲	NOUN
的	PART
嚷道	VERB
﹕	PUNCT
「	PUNCT
造反	VERB
了	PART
﹗造	VERB
反	NOUN
了	PART
﹗	PUNCT
」	PUNCT


　　	SPACE
未	PROPN
莊	NOUN
人	NOUN
都	ADV
用	VERB
了	PART
驚懼	VERB
的	PART
眼光	NOUN
對	ADP
他	PRON
看	VERB
。	PUNCT
這	DET
一	NUM
種	NUM
可憐	VERB
的	PART
眼光	NOUN
﹐	PUNCT
是	VERB
阿Ｑ從	PROPN
來沒	ADV
有	VERB
見過	NOUN
的	PART
﹐	PUNCT
一	ADV
見	VERB
之下	PART
﹐	PUNCT
又	ADV
使	VERB
他	PRON
舒服	VERB
得	PART
如	VERB
六月	NOUN
裡喝	VERB
了	PART
雪水	NOUN
。	PUNCT
他	PRON
更加	ADV
高興	VERB
的	PART
走	VERB
而且	CCONJ
喊道	VERB
﹕	PUNCT
「	PUNCT
好﹐	VERB
……	PUNCT
我	PRON
要	VERB
什麼	PRON
就是	ADV
什麼	PRON
﹐	PUNCT
我	PRON
歡	VERB
喜誰	VERB
就是	VERB
誰	PRON
。	PUNCT
得	VERB
得	VERB
﹐鏘	PUNCT
鏘﹗	PUNCT


　　	SPACE
悔不該﹐	VERB
酒醉	NOUN
錯斬	VERB
了	PART
鄭	PROPN
賢弟	NOUN
﹐悔	PUNCT
不	ADV
該﹐	VERB
呀	INTJ
呀	INTJ
呀	INTJ
……	PUNCT


　　	SPACE
得	VERB
得	VERB
﹐鏘	PUNCT
鏘﹐	PUNCT
得	VERB
﹐鏘令	VERB
鏘﹗	VERB


　　	SPACE
我	PRON
手執	NOUN
鋼	NOUN
鞭將	NOUN
你	PRON
打	VERB
……	PUNCT
」	PUNCT


　　	SPACE
趙府	PROPN
上	PART
的	PART
兩位	NUM
男人	NOUN
和	CCONJ
兩個	NUM
真	ADV
本	DET
家﹐	NOUN
也	ADV
正	ADV
站	VERB
在	ADP
大門	NOUN
口論	NOUN
革命	VERB
。	PUNCT
阿Ｑ沒	PROPN
有	VERB
見	VERB
﹐昂	VERB
了	PART
頭直	NOUN
唱過	VERB
去	VERB
。	PUNCT


　　	SPACE
「	PUNCT
得	VERB
得	VERB
﹐	PUNCT
……	NOUN
」	PUNCT


　　	SPACE
「	PUNCT
老	ADJ
Ｑ﹐	PUNCT
」	PUNCT
趙	PROPN
太	NOUN
爺	NOUN
怯怯	VERB
的	PART
迎¨	VERB
低聲	VERB
的	PART
叫	VERB
。	PUNCT


　　	SPACE
「	PUNCT
鏘鏘﹐	NOUN
」	PUNCT
阿Ｑ料	PROPN
不	ADV
到	VERB
他	PRON
的	PART
名字	NOUN
會	VERB
和	ADP
「	PUNCT
老	NOUN
」	PUNCT
字聯	NOUN
結起	VERB
來﹐	PUNCT
以為	VERB
是	VERB
一	NUM
句	NUM
別	ADJ
的	PART
話﹐	NOUN
與己	PRON
無	VERB
干﹔	VERB
只是	ADV
唱	VERB
。	PUNCT
「	PUNCT
得	VERB
﹐	PUNCT
鏘﹐	PUNCT
鏘令	VERB
鏘﹐	VERB
鏘﹗	INTJ
」	PUNCT
「	PUNCT
老	NOUN
Ｑ	NOUN
。	PUNCT
」	PUNCT


　　	SPACE
「	PUNCT
悔不該	VERB
……	PUNCT
」	PUNCT


　　	SPACE
「	PUNCT
阿Ｑ﹗	NOUN
」	PUNCT
秀才	NOUN
祇得	ADV
直呼	VERB
其	PRON
名	NOUN
了	PART
。	PUNCT


　　	SPACE
阿Ｑ這	PROPN
才	ADV
站	VERB
住﹐	PUNCT
歪¨	VERB
頭問	NOUN
道﹐	VERB
「	PUNCT
什麼﹖	PRON
」	PUNCT


　　	SPACE
「	PUNCT
老	ADJ
Ｑ﹐	NOUN
……	PUNCT
現	NOUN
在	NOUN
……	PUNCT
」	PUNCT
趙	PROPN
太	NOUN
爺卻	NOUN
又	ADV
沒有	VERB
話﹐	NOUN
「	PUNCT
現	NOUN
在	NOUN
……	NOUN
發財	VERB
麼﹖	PUNCT
」	PUNCT


　　	SPACE
「	PUNCT
發財	VERB
﹖	PUNCT
自然	VERB
。	PUNCT
要	VERB
什麼	PRON
就是	VERB
什麼	PRON
……	PUNCT
」	PUNCT


　　	SPACE
「	PUNCT
阿	PROPN
……	NOUN
Ｑ	PUNCT
哥﹐	NOUN
像	ADP
我	PRON
們這	PRON
樣窮	NOUN
朋友	NOUN
是	VERB
不要	ADV
緊	VERB
的	PART
……	PUNCT
」	PUNCT
趙白眼惴惴	PROPN
的	PART
說﹐	PUNCT
似乎	ADV
想	VERB
探革	VERB
命黨	NOUN
的	PART
口風	NOUN
。	PUNCT


　　	SPACE
「	PUNCT
窮朋友	NOUN
﹖	PUNCT
你	PRON
總	ADV
比	ADP
我	PRON
有	VERB
錢	NOUN
。	PUNCT
」	PUNCT
阿Ｑ	PROPN
說¨	VERB
自	ADV
去	VERB
了	PART
。	PUNCT


　　	SPACE
大家	PRON
都	ADV
憮然	VERB
﹐沒	VERB
有	VERB
話	NOUN
。	PUNCT
趙	PROPN
太	NOUN
爺	NOUN
父子	NOUN
回家	VERB
﹐	PUNCT
晚上	NOUN
商量	VERB
到	VERB
點燈	NOUN
。	PUNCT
趙白眼	PROPN
回家	VERB
﹐便	PUNCT
從	ADP
腰間	NOUN
扯下	VERB
搭連	VERB
來﹐	PUNCT
交給	VERB
他	PRON
女人	NOUN
藏	VERB
在	ADP
箱底	NOUN
裡	PART
。	PUNCT


　　	SPACE
阿Ｑ飄	PROPN
飄然	VERB
的	PART
飛	VERB
了	PART
一	NUM
通﹐	PUNCT
回到	VERB
土谷	NOUN
祠﹐	NOUN
酒	NOUN
已	ADV
經醒	VERB
透	VERB
了	PART
。	PUNCT
這	DET
晚上	NOUN
﹐管祠	VERB
的	PART
老	ADJ
頭子	NOUN
也	ADV
意外	VERB
的	PART
和	VERB
氣﹐	PUNCT
請	VERB
他	PRON
喝茶	VERB
﹔	PUNCT
阿Ｑ便	PROPN
向	ADP
他	PRON
要	VERB
了	PART
兩個	NUM
餅﹐	NOUN
吃	VERB
完	VERB
之	PART
後﹐	PUNCT
又	ADV
要	VERB
了	PART
一	NUM
支	NUM
點過	VERB
的	PART
四兩燭	NOUN
和	CCONJ
一	NUM
個	NUM
樹燭	NOUN
臺﹐	PUNCT
點起	VERB
來﹐	PUNCT
獨自	ADV
躺	VERB
在	ADP
自己	PRON
的	PART
小	ADJ
屋裡	NOUN
。	PUNCT
他	PRON
說	VERB
不	ADV
出	VERB
的	PART
新鮮	NOUN
而且	ADV
高興	VERB
﹐燭	NOUN
火像	NOUN
元夜	NOUN
似的	ADV
閃閃	VERB
的	PART
跳﹐	PUNCT
他	PRON
的	PART
思想	NOUN
也	ADV
迸跳	VERB
起來	VERB
了	PART
﹕	PUNCT
「	PUNCT
造	VERB
反﹖	NOUN
有	VERB
趣﹐	PUNCT
……	PROPN
來	VERB
了	PART
一	NUM
陣	NUM
白盔	NOUN
白甲	NOUN
的	PART
革命	NOUN
黨﹐	NOUN
都	ADV
拿	VERB
¨板	NOUN
刀	NOUN
﹐	PUNCT
鋼	NOUN
鞭﹐	NOUN
炸彈	NOUN
﹐洋	PUNCT
炮﹐	NOUN
三	NUM
尖兩	ADJ
刃刀	NOUN
﹐鉤	PUNCT
鐮	NOUN
槍﹐	NOUN
走過	VERB
土谷	NOUN
祠﹐	PUNCT
叫道	VERB
﹐	PUNCT
『	PUNCT
阿Ｑ	PROPN
﹗同	ADV
去	VERB
同	ADV
去	VERB
﹗	PUNCT
』	PUNCT
於是	ADV
一同	ADV
去	VERB
。	PUNCT
……	PUNCT
」	PUNCT
這時	PRON
未	ADV
莊	NOUN
的	PART
一	NUM
夥	NUM
鳥	NOUN
男女	NOUN
才	ADV
好笑	VERB
哩﹐	PART
跪下	VERB
叫	VERB
道﹐	VERB
「	PUNCT
阿Ｑ﹐饒	PROPN
命﹗	NOUN
」	PUNCT
誰聽	VERB
他	PRON
﹗	PUNCT
第一	NUM
個	NUM
該死	VERB
的	PART
是	VERB
小	ADJ
Ｄ	PROPN
和	CCONJ
趙	PROPN
太	NOUN
爺	NOUN
﹐還	ADV
有秀	VERB
才	NOUN
﹐	PUNCT
還	ADV
有	VERB
假	ADJ
洋鬼子	NOUN
﹐	PUNCT
…	PUNCT
…	PUNCT
留幾	VERB
條麼	NOUN
﹖王	PUNCT
胡本	PROPN
來還	VERB
可	VERB
留﹐	VERB
但	ADV
也	ADV
不要	VERB
了	PART
。	PUNCT
……	PUNCT


　　	SPACE
「	PUNCT
東西﹐	NOUN
……	PUNCT
直走進	ADV
去	VERB
打開	VERB
箱子	NOUN
來	VERB
﹕元	NOUN
寶﹐洋	NOUN
錢﹐	NOUN
洋紗	NOUN
衫﹐	NOUN
……	PUNCT
秀才	PROPN
娘子	NOUN
的	PART
一	NUM
張	NUM
寧式	ADJ
床〔	NOUN
４３	NUM
〕	PUNCT
先	ADV
搬到	VERB
土谷	NOUN
祠﹐	PUNCT
此外	ADV
便擺	VERB
了	PART
錢家	NOUN
的	PART
桌椅	NOUN
﹐	PUNCT
──	PUNCT
或者	CCONJ
也	ADV
就	ADV
用	VERB
趙家	PROPN
的	PART
罷	PART
。	PUNCT
自己	PRON
是	VERB
不	ADV
動手	VERB
的	PART
了	PART
﹐	PUNCT
叫	VERB
小	PROPN
Ｄ	PROPN
來	VERB
搬﹐	PUNCT
要	VERB
搬	VERB
得	PART
快	VERB
﹐	PUNCT
搬	VERB
得	PART
不快	ADV
打	VERB
嘴巴	NOUN
。	PUNCT
……	PUNCT
」	PUNCT
趙	PROPN
司晨	NOUN
的	PART
妹子	NOUN
真丑	VERB
。	PUNCT
鄒	PROPN
七	NUM
嫂	NOUN
的	PART
女兒	NOUN
過幾年	NOUN
再	ADV
說	VERB
。	PUNCT
假洋	VERB
鬼子	NOUN
的	PART
老婆	NOUN
會	VERB
和	ADP
沒有	VERB
辮子	NOUN
的	PART
男人	NOUN
睡覺	VERB
﹐	PUNCT
嚇﹐	PUNCT
不是	ADV
好	ADJ
東西	NOUN
﹗秀	PUNCT
才	NOUN
的	PART
老婆	NOUN
是	VERB
眼胞	NOUN
上	PART
有	VERB
疤	NOUN
